2014,463831.00
2014,473322.50
2014,478634.00
2014,478759.50
2014,479461.25
2014,479941.75
2014,485041.25
2014,485563.50
2014,485853.25
2014,485970.00
2014,487405.00
2014,487823.50
2014,488488.25
2014,489389.50
2014,492368.75
2014,492776.00
2014,493298.25
2014,493540.75
2014,493828.25
2014,494198.25
2014,495241.25
2014,497352.75
2014,498153.00
2014,498808.75
2014,499972.50
2014,500521.75
2014,505096.00
2014,511653.75
2014,520210.50
2014,14236504.75
2015,495117.50
2015,501507.50
2015,501897.25
2015,503999.00
2015,505398.00
2015,508652.25
2015,508983.25
2015,511277.25
2015,511998.75
2015,513196.75
2015,513738.25
2015,514499.50
2015,514528.50
2015,514947.00
2015,516650.00
2015,517101.25
2015,518156.75
2015,518300.75
2015,518765.50
2015,519079.25
2015,520031.75
2015,520551.75
2015,521101.75
2015,521849.25
2015,522337.00
2015,522894.25
2015,524535.75
2015,524997.00
2015,530555.75
2015,14936648.50
2016,501894.75
2016,506748.50
2016,508271.75
2016,509498.00
2016,512193.25
2016,513054.00
2016,516444.75
2016,516951.50
2016,517557.50
2016,517676.75
2016,518099.75
2016,518477.50
2016,521062.75
2016,521512.25
2016,523277.00
2016,523741.00
2016,524110.00
2016,525959.50
2016,526071.75
2016,526510.50
2016,526849.25
2016,527119.00
2016,527674.25
2016,529381.75
2016,529442.00
2016,532022.00
2016,532563.75
2016,534398.75
2016,534483.75
2016,15123047.25
2017,495008.00
2017,497058.00
2017,502071.00
2017,504363.00
2017,508814.25
2017,509191.75
2017,509661.75
2017,510087.75
2017,511853.25
2017,512505.00
2017,512675.50
2017,513991.00
2017,514419.00
2017,515813.25
2017,516348.00
2017,516941.75
2017,517182.00
2017,518210.25
2017,518361.00
2017,518728.75
2017,518773.50
2017,519299.00
2017,520875.75
2017,521545.75
2017,523144.50
2017,525119.00
2017,526879.75
2017,528177.25
2017,531984.50
2017,14939083.25
2018,500173.00
2018,501217.50
2018,502095.25
2018,515703.50
2018,516142.00
2018,516564.50
2018,517890.75
2018,518156.25
2018,518261.75
2018,519006.00
2018,519164.75
2018,521580.25
2018,521756.25
2018,522155.00
2018,522733.25
2018,523121.25
2018,523389.00
2018,524296.50
2018,525234.75
2018,525746.50
2018,525783.00
2018,526726.75
2018,526893.50
2018,527635.50
2018,527636.25
2018,528046.25
2018,530894.50
2018,534404.25
2018,541778.00
2018,15124186.00
2019,504473.50
2019,505115.00
2019,505247.50
2019,506177.25
2019,506542.00
2019,506601.50
2019,506721.00
2019,507123.00
2019,508803.00
2019,509055.00
2019,510021.50
2019,510215.75
2019,511564.75
2019,513361.25
2019,514840.50
2019,515944.00
2019,516373.00
2019,519812.50
2019,522005.25
2019,523078.25
2019,523992.50
2019,524861.50
2019,524933.75
2019,525408.75
2019,525586.50
2019,530847.75
2019,532467.25
2019,533544.50
2019,537179.25
2019,14981897.25
2020,500234.50
2020,502255.25
2020,503769.00
2020,504933.75
2020,508135.75
2020,509071.50
2020,509465.50
2020,510447.25
2020,510887.75
2020,512398.75
2020,512677.00
2020,514914.25
2020,514914.75
2020,515363.75
2020,515451.00
2020,515622.25
2020,515654.25
2020,515963.75
2020,516340.75
2020,517054.75
2020,517369.25
2020,522146.00
2020,522222.75
2020,522951.25
2020,529053.50
2020,531289.25
2020,532800.25
2020,532801.00
2020,533885.50
2020,14970074.25
2021,27244.25
2021,27749.50
2021,28050.00
2021,28168.25
2021,29399.50
2021,29583.25
2021,29641.50
2021,29842.25
2021,29873.75
2021,29915.25
2021,29975.75
2021,30368.75
2021,30812.00
2021,30993.75
2021,31439.50
2021,31455.25
2021,31635.50
2021,31702.75
2021,32866.75
2021,32894.25
2021,33036.00
2021,33310.00
2021,33321.75
2021,33469.75
2021,33620.50
2021,33742.25
2021,33755.00
2021,34221.75
2021,34702.00
2021,906790.75
,3583749.75
,3587470.00
,3592098.75
,3602888.25
,3605033.25
,3605168.50
,3613412.00
,3613539.25
,3615719.00
,3617356.25
,3618242.25
,3618892.25
,3622149.50
,3622790.00
,3623232.00
,3624518.50
,3630042.00
,3630098.00
,3636235.50
,3637063.25
,3640314.75
,3645614.50
,3647770.25
,3648563.50
,3658804.50
,3658968.25
,3667062.00
,3675206.00
,3676230.00
,105218232.00
